@relation train
@attribute R REAL
@attribute G REAL
@attribute B REAL
@attribute type {1,2,3,4,5,6,7}
@data
100.06,96.904,90.913,5
28.432,35.211,39.603,5
16.396,22.815,25.557,5
48.586,49.787,45.699,5
80.417,81.672,77.048,5
100.06,96.904,90.913,5
69.433,68.439,63.825,5
13.643,17.629,19.117,5
100.06,96.904,90.913,5
72.669,67.648,58.731,5
43.601,46.006,42.385,5
47.525,50.586,46.601,5
100.06,96.904,90.913,5
100.06,96.904,90.913,5
125.44,133.67,132.43,5
48.725,50.651,46.812,5
30.209,33.889,31.988,5
15.248,20.05,21.322,5
71.659,71.318,67.239,5
100.06,96.904,90.913,5
100.06,96.904,90.913,5
100.06,96.904,90.913,5
35.92,37.929,35.061,5
33.997,36.027,33.362,5
67.985,67.708,62.788,5
39.111,42.731,39.294,5
250.61,251.01,251.79,1
254.98,254.99,254.99,1
254.99,254.99,254.99,1
156.04,150.71,146.75,1
255,255,255,1
254.68,254.7,254.77,1
253,253.27,253.43,1
205.06,202.59,200.62,1
254.99,255,254.99,1
254.86,254.86,254.86,1
107.02,98.806,92.825,1
254.98,254.98,255,1
243.36,249.6,254.31,1
107.02,98.806,92.825,2
107.02,98.806,92.825,2
107.02,98.806,92.825,2
135.78,106.13,79.432,2
103.46,81.106,76.759,2
43.701,37.548,29.799,2
107.02,98.806,92.825,2
58.143,41.857,34.857,2
136.43,124.73,117.92,3
134.4,113.86,100.43,3
124.38,103.23,90.011,3
99.981,82.673,69.019,3
108.47,88.586,73.305,3
117.13,102.15,90.491,3
132.97,117.8,105.57,3
123.43,106.76,94.297,3
106.81,93.262,84.783,3
103.33,80.667,66.583,3
97.608,79.13,63.466,3
107.02,98.806,92.825,3
91.866,75.372,62.128,3
71.88,53.88,39.88,3
87.327,69.395,54.886,3
77.672,58.58,43.839,3
59.354,45.835,33.757,3
70.421,52.625,38.421,3
98.268,86.607,77.234,3
82.913,60.206,45.798,3
98.234,69.383,54.535,3
85.168,74.674,65.92,3
91.775,72.897,61.433,3
107.02,98.806,92.825,3
87.18,67.427,52.706,3
80.84,64.928,53.845,3
162.41,136.07,112.07,3
107.02,98.806,92.825,3
123.86,116.85,110.98,3
107.02,98.806,92.825,3
107.02,98.806,92.825,3
111.7,110.52,109.37,3
120.88,119.65,119.46,3
145.66,129.9,118.09,3
35.284,36.195,36.971,3
135.6,117.53,103.53,3
104.73,84.608,68.955,3
83.671,82.386,84.414,4
107.02,98.806,92.825,4
107.02,98.806,92.825,4
62.964,64.904,69.855,4
49.877,49.486,52.37,4
86.127,81.004,77.067,4
56.766,57.707,59.833,4
107.02,98.806,92.825,4
107.02,98.806,92.825,4
91.382,97.127,105.63,4
107.02,98.806,92.825,4
40.973,39.819,39.758,5
45.383,49.121,50.695,5
40.336,39.812,38.943,5
35.284,36.195,36.971,5
82.784,77.762,74.085,5
107.02,98.806,92.825,5
107.02,98.806,92.825,5
35.284,36.195,36.971,5
107.02,98.806,92.825,5
35.284,36.195,36.971,5
35.284,36.195,36.971,5
35.284,36.195,36.971,5
95.908,105.07,111.02,5
70.329,76.494,82.49,5
70.329,76.494,82.49,5
93.116,92.493,86.941,5
37.513,36.909,35.182,5
80.19,69.524,60.048,5
61.24,60.05,56.144,5
107.02,98.806,92.825,5
107.02,98.806,92.825,5
107.02,98.806,92.825,5
83.715,78.589,74.296,5
90.208,84.025,78.072,5
40.441,34.889,28.153,5
107.02,98.806,92.825,5
40.672,36.228,29.515,5
107.02,98.806,92.825,5
97.657,93.667,84.361,5
87,81.956,70.598,5
107.02,98.806,92.825,5
80.045,74.966,69.644,5
107.02,98.806,92.825,5
34.889,35.502,35.905,5
75.027,62.084,48.593,5
107.02,98.806,92.825,5
107.02,98.806,92.825,5
145.95,144.12,143.18,5
107.02,98.806,92.825,5
107.02,98.806,92.825,5
107.02,98.806,92.825,5
118.53,111.86,107.69,5
116.91,110.9,106.93,5
107.02,98.806,92.825,5
136.68,123.79,118.85,5
120.65,115.9,115.52,5
107.02,98.806,92.825,5
56.643,57.013,56.963,5
72.76,70.866,67.986,5
69.676,67.351,63.416,5
59.744,55.317,53.044,5
99.877,93.935,88.671,7
113.86,111.79,111.22,7
97.618,97.258,95.426,7
111.43,110.51,107.52,7
113.2,113.52,112.98,7
107.02,98.806,92.825,7
112.42,111.28,108.69,7
109.94,105.11,100.87,7
108.7,108.7,108.7,7
106.52,106.45,104.73,7
108.44,103.16,99.186,7
107.02,98.806,92.825,7
160.07,153.06,141.63,7
107.02,98.806,92.825,7
108.55,103.17,96.293,7
83.694,83.223,78.948,7
96.6,90.703,85.009,7
62.752,61.677,56.677,7
79.255,77.131,71.338,7
66.71,65.761,61.741,7
107.02,98.806,92.825,7
198.09,212.36,225.03,1
198.09,212.36,225.03,1
198.09,212.36,225.03,1
216.14,225.09,233.23,1
86.385,76.799,62.941,1
190.19,206.61,223.41,1
180.33,193.65,206.21,1
180.33,193.65,206.21,1
180.33,193.65,206.21,1
184.21,195.02,203.41,1
184.21,195.02,203.41,1
180.95,191.57,199.31,1
176.34,187.96,196.78,1
170.43,181.97,190.52,1
177.35,190.31,199.22,1
184.21,195.02,203.41,1
113.56,98.067,77.288,3
86.385,76.799,62.941,3
168.27,135.79,101.62,3
168.68,139.15,101.44,3
86.385,76.799,62.941,3
86.385,76.799,62.941,3
86.385,76.799,62.941,3
86.385,76.799,62.941,3
86.385,76.799,62.941,3
25.336,24.261,17.453,3
49.596,40.394,25.261,3
47.699,37.699,26.23,3
52.75,44.711,33.711,3
35.859,30.74,24.483,3
86.385,76.799,62.941,3
86.385,76.799,62.941,3
86.385,76.799,62.941,3
76.41,67.367,54.431,3
64.894,58.365,45.892,3
67.186,60.052,49.041,3
18.756,17.275,11.861,3
33.059,31.663,23.953,3
17.014,16.39,11.238,3
86.385,76.799,62.941,3
30.112,28.716,21.005,3
86.385,76.799,62.941,3
31.334,29.457,22.288,3
86.385,76.799,62.941,3
113.15,96.446,76.332,3
86.385,76.799,62.941,3
179.12,148.79,113.54,3
86.385,76.799,62.941,3
86.385,76.799,62.941,3
171.56,140.58,106.11,3
172.2,137.84,99.923,3
86.385,76.799,62.941,3
86.385,76.799,62.941,3
86.385,76.799,62.941,3
86.385,76.799,62.941,3
86.385,76.799,62.941,3
86.385,76.799,62.941,3
124.18,100.29,72.261,3
162.08,138.02,108.15,3
168.9,141.49,113.21,3
86.385,76.799,62.941,3
113.73,98.926,80.111,3
179.09,151.32,117.9,3
86.385,76.799,62.941,3
86.385,76.799,62.941,3
179.95,150.18,115.85,3
177.24,145.24,111.45,3
175.16,144.77,112.38,3
86.385,76.799,62.941,3
86.385,76.799,62.941,3
156.27,126.84,90.779,3
86.385,76.799,62.941,3
15.791,16.25,10.526,3
27.293,26.696,19.719,3
86.385,76.799,62.941,3
64.719,58.066,47.075,3
86.385,76.799,62.941,3
86.385,76.799,62.941,3
86.385,76.799,62.941,3
38.42,36.746,29.384,3
38.285,36.889,29.512,3
35.45,33.992,27.074,3
152,118.15,89.333,3
86.385,76.799,62.941,3
110.96,96.176,75.788,3
110.19,93.853,73.703,3
173.67,144.63,111.01,3
176.49,146.34,111.79,3
86.385,76.799,62.941,3
86.385,76.799,62.941,3
167.53,132.19,99.743,3
171.1,144.65,114.29,3
180.12,152.05,118.24,3
86.385,76.799,62.941,3
86.385,76.799,62.941,3
50.501,45.863,38.321,3
86.385,76.799,62.941,3
40.207,37.226,31.181,3
86.385,76.799,62.941,3
47.99,41.66,34.527,3
59.418,53.83,44.217,4
86.385,76.799,62.941,4
37.306,35.343,29.914,4
86.385,76.799,62.941,4
86.385,76.799,62.941,4
88.109,79.059,68.555,4
107.24,102.14,95.52,4
85.301,76.639,64.862,4
93.671,82.257,72.052,4
100.49,88.372,78.048,4
172.33,176.74,180.38,4
90.093,81.624,72.801,4
96.167,82.667,73.667,4
76.714,68.392,61.363,4
73.937,67.871,58.661,4
83.465,75.97,64.165,4
196.38,206.96,215.52,4
107.31,124.36,135.69,5
86.385,76.799,62.941,5
104.8,123.89,135.61,5
90.775,114.68,130.3,5
86.385,76.799,62.941,5
69.273,69.186,64.536,5
55.989,63.782,67.847,5
26.607,25.45,19.428,5
86.385,76.799,62.941,5
56.676,51.461,41.382,5
86.385,76.799,62.941,5
60.623,55.51,45.108,5
30.158,29.428,23.69,5
14.172,15.975,10.838,5
27.755,26.9,19.856,5
86.385,76.799,62.941,5
31.262,30.108,25.75,5
86.385,76.799,62.941,5
29.971,29.374,22.871,5
28.901,28.719,21.574,5
34.352,33.43,26.32,5
32.621,32.045,25.565,5
29.146,28.151,20.855,5
31.383,31.126,24.474,5
55.66,46.96,35.393,5
56.424,51.046,41.35,5
26.279,25.467,19.931,5
55.88,50.435,40.828,5
155.11,176.74,192.85,5
129.03,140.48,139.24,5
133.7,159.79,179.11,5
89.759,77.039,64.41,5
135.57,158.01,174.88,5
86.385,76.799,62.941,5
88.707,111.45,126.69,5
86.385,76.799,62.941,5
86.385,76.799,62.941,7
86.385,76.799,62.941,7
66.166,64.211,52.849,7
47.202,45.806,38.115,7
46.223,45.475,37.475,7
86.385,76.799,62.941,7
28.008,27.279,21.742,7
25.899,26.767,20.756,7
47.925,46.456,38.798,7
84.867,88.091,74.51,2
104.52,107.48,95.896,2
114.7,106.16,96.046,2
77.869,78.313,61.06,2
70.572,72.505,58.637,2
94.877,92.717,75.481,2
110.02,104.06,95.3,2
144.16,142.38,146.39,2
114.7,106.16,96.046,2
114.7,106.16,96.046,2
94.577,89.954,77.529,2
114.7,106.16,96.046,2
90.226,75.829,61.315,2
114.7,106.16,96.046,2
68.749,61.366,41.754,2
50.304,46.379,40.852,2
84.621,85.56,80.53,2
71.224,74.696,68.683,2
79.222,83.302,71.114,2
114.7,106.16,96.046,2
94.432,90.476,82.097,2
114.7,106.16,96.046,3
227.68,211.59,216.61,3
114.7,106.16,96.046,3
114.7,106.16,96.046,3
160.95,150.45,149.51,3
143.63,130.79,129.04,3
160.87,149.78,143.57,3
160.92,151.09,148.33,3
129.02,120.19,111.17,3
114.7,106.16,96.046,3
226.64,212.43,216.36,3
217.65,211.8,217.54,3
114.7,106.16,96.046,3
114.7,106.16,96.046,3
114.7,106.16,96.046,3
114.7,106.16,96.046,3
139.33,119.18,104.21,3
114.7,106.16,96.046,3
93.524,76.131,60.118,3
145.56,131.56,122.56,3
114.7,106.16,96.046,3
117.43,95.158,80.545,3
126.62,111.77,108.66,3
128.79,101.84,78.526,3
134.6,101.46,77.688,3
132.76,98.894,74.073,3
132.95,102,78.921,3
114.7,106.16,96.046,3
114.7,106.16,96.046,3
138.27,112.17,87.345,3
114.7,106.16,96.046,3
114.7,106.16,96.046,3
117.75,103,88.264,3
116.69,87.442,64.61,3
112.65,85.86,63.897,3
114.7,106.16,96.046,3
94,71.3,56.533,3
114.7,106.16,96.046,3
114.7,106.16,96.046,3
108.36,104.06,77.26,3
66.067,64.5,59.901,5
44.926,44.268,41.721,5
53.305,53.378,51.815,5
50.153,52.988,55.293,5
51.352,55.296,58.016,5
130.23,129.34,138.85,5
109.79,113.15,118.26,5
124.92,121.14,129.85,5
122.81,121.86,118.44,5
114.7,106.16,96.046,5
162.21,163.65,173.89,5
114.7,106.16,96.046,5
140.07,142.49,144.93,5
155.51,158.87,163.01,5
114.7,106.16,96.046,5
76.574,79.825,82.835,5
91.09,85.632,85.697,5
68.518,75.3,82.058,5
75.7,81.677,88.41,5
64.131,69.966,77.508,5
34.343,31.09,26.197,5
58.527,56.458,51.623,5
114.7,106.16,96.046,5
61.136,55.891,49.096,5
31.754,29.088,24.415,5
89.917,77.19,59.085,5
49.141,46.934,43.856,5
63.221,61.569,55.69,5
71.554,69.33,61.891,5
68.542,64.976,57.456,5
111.32,118.37,123.03,5
111.32,118.37,123.03,5
236.78,238.16,248.15,5
226.92,235.31,248.99,5
236.78,238.16,248.15,5
242.09,232.17,243.52,5
126.56,131.01,120.28,5
92.33,90.822,84.039,7
105.62,103.22,94.003,7
114.7,106.16,96.046,7
133.19,119.96,109.48,7
98.409,97.157,91.016,7
97.514,94.679,87.843,7
106.2,102.52,95.911,7
121.11,111.31,102.11,7
111.07,103.28,92.559,7
114.7,106.16,96.046,7
107.39,101.14,97.082,7
116.78,109.23,99.61,7
102.37,95.197,86.059,7
121.88,114.27,103.99,7
71.428,71.904,64.924,7
114.7,106.16,96.046,7
174.64,191.82,211.41,1
165.62,183.62,203.66,1
191.63,207.55,224.67,1
93.236,91.16,80.875,1
157.82,185.08,216.62,1
142.17,171.68,210.42,1
154.07,180.37,213.95,1
162.54,188.64,220.17,1
151.88,183.09,219.33,1
189.58,206.21,224.53,1
60.237,62.112,52.335,2
50.763,53.756,42.274,2
85.195,79.788,75.364,2
72.38,75.761,61.113,2
26.854,31.699,23.055,2
37.743,41.571,34.836,2
28.681,33.158,25.097,2
93.236,91.16,80.875,3
82.994,72.093,60.32,3
93.236,91.16,80.875,3
93.236,91.16,80.875,3
93.236,91.16,80.875,3
154.88,144.88,129.08,3
126,105.73,85.594,3
93.236,91.16,80.875,3
93.236,91.16,80.875,3
172.93,149.76,124.05,3
93.236,91.16,80.875,3
93.236,91.16,80.875,3
110.81,96.116,81.162,3
102.63,97.189,85.459,3
97.144,93.921,82.466,3
93.236,91.16,80.875,3
93.236,91.16,80.875,3
157.41,137.1,113.29,3
160.26,134.55,106.86,3
160.07,141.76,116.92,3
93.236,91.16,80.875,3
93.236,91.16,80.875,3
150.24,138.58,120.52,3
93.236,91.16,80.875,3
61.923,57.448,45.171,3
93.236,91.16,80.875,3
128.87,115.57,100.5,3
147.35,131.08,113.97,3
140.2,124.49,108.26,3
148.79,131.19,110.52,3
128.84,118.99,103.35,3
93.236,91.16,80.875,3
93.236,91.16,80.875,3
169.2,145.2,119.09,3
141.47,125,109.29,3
93.236,91.16,80.875,3
141.81,126.24,109.29,3
160.02,142.31,123.19,3
93.236,91.16,80.875,3
196.73,188.8,170.14,3
160.16,142.16,120.94,3
154.23,133.69,109.77,3
192.96,183.89,167.15,3
88.907,102.85,113.73,4
31.154,36.375,35.421,4
66.364,66.818,70,4
50.888,56.795,40.642,4
61.502,79.133,92.21,4
93.236,91.16,80.875,5
108.93,122.41,131.39,5
47.855,55.831,59.995,5
93.236,91.16,80.875,5
60.543,73.265,76.956,5
85.448,88.216,84.121,5
122.26,126.6,124.66,5
103.89,108.15,108.74,5
93.236,91.16,80.875,5
70.817,71.901,70.995,5
97.323,103.56,100.39,5
123.93,132.2,134.52,5
114.78,126.63,131.88,5
120.32,131.59,135.99,5
86.865,93.084,94.204,5
111.59,120.8,121.06,5
58.606,62.274,56.286,5
58.606,62.274,56.286,5
80.226,85.116,87.013,5
116.1,126.59,129.77,5
93.236,91.16,80.875,5
63.705,76.617,82.603,5
93.236,91.16,80.875,5
49.115,51.097,44.584,5
90.143,94.935,91.271,5
40.48,42.03,34.079,5
64.924,64.468,55.942,5
49.493,50.543,45.119,5
91.723,71.179,68.854,5
93.236,91.16,80.875,5
135.39,143.32,142.04,5
93.236,91.16,80.875,5
72.333,76.485,75.797,5
70.405,70.023,62.847,5
33.326,33.049,30.317,5
58.803,63.964,49.847,5
93.236,91.16,80.875,5
28.297,29.393,23.966,5
28.446,29.544,24.488,5
28.918,30.31,24.465,5
63.758,63.5,55.273,5
35.904,37.637,31.765,5
27.726,28.36,23.535,5
93.236,91.16,80.875,5
63.62,64.866,58.263,5
93.236,91.16,80.875,7
49.669,50.611,42.965,7
93.236,91.16,80.875,7
106.75,105.54,95.183,7
236.5,238.16,239.1,1
235.75,236.3,236.78,1
254.98,254.91,255,1
168.57,152.59,139.53,3
91.344,94.464,96.644,3
161.64,145.47,129.1,3
153.86,132.59,115.63,3
154.33,135,116.62,3
150.08,129.64,114.04,3
112.47,93.338,78.715,3
138.83,139.52,134.38,3
105.53,103.72,94.357,3
136.01,135.06,129.77,3
107.12,103.39,97.72,3
183.82,172.27,160.67,3
107.12,103.39,97.72,3
107.12,103.39,97.72,3
181.68,170.72,161.58,3
197.45,186.18,175.35,3
192.81,181.59,174.56,3
198.34,188.12,179.09,3
141.72,138.3,133,3
107.12,103.39,97.72,3
107.12,103.39,97.72,3
107.12,103.39,97.72,3
49.472,45.75,38.198,3
149.15,133.3,117.15,3
185.36,182.38,174.01,3
107.12,103.39,97.72,3
171.41,153.8,137.76,3
169.35,150.67,133.84,3
166.97,145.87,129.23,3
180,165.28,149.81,3
188.21,171.8,155.72,3
192.91,178.19,166.12,3
107.12,103.39,97.72,3
34.385,35.232,31.004,5
6.6597,7.1183,3.6794,5
35.335,36.064,31.537,5
107.12,103.39,97.72,5
71.494,70.048,65.448,5
46.022,45.882,42.382,5
30.345,31.421,33.067,5
121.75,120.97,120.56,5
49.998,66.969,74.445,5
87.854,82.91,77.087,5
107.12,103.39,97.72,5
107.12,103.39,97.72,5
74.648,74.256,78.432,5
127.45,141.48,152.35,5
209.75,227.63,244.73,5
100.81,105.99,106.46,5
107.12,103.39,97.72,5
107.12,103.39,97.72,5
107.12,103.39,97.72,5
162.85,162.91,158.7,7
133.82,134.64,128.26,7
89.055,89.521,81.302,7
65.917,60.663,59.611,7
182.62,197.59,214.72,1
194.78,200.17,210.37,1
193.21,200.83,214.21,1
179.62,194.45,215.1,1
167.61,189.2,216.75,1
133.64,172.76,215.26,1
132.08,171.63,214.27,1
138.77,175.86,217.13,1
138.29,170.19,209.21,1
83.199,87.383,85.603,1
212.7,213.36,215.48,1
193.29,197.44,202.99,1
196.6,205.03,210.64,1
138.66,171.23,209.72,1
133.04,169.36,211.49,1
83.199,87.383,85.603,2
83.199,87.383,85.603,2
25.766,30.79,26.249,2
25.951,30.008,26.778,2
54.361,58.85,55.523,2
23.242,26.345,23.343,2
40.465,46.34,38.05,2
27.947,34.018,27.928,2
83.199,87.383,85.603,2
83.199,87.383,85.603,2
22.64,27.918,23.377,2
22.004,26.766,23.09,2
22.112,25.981,22.889,2
22.073,26.506,23.375,2
23.641,29.562,24.543,2
83.199,87.383,85.603,2
163.93,157.08,150.47,3
161.74,156.77,151.25,3
160.83,155.9,150.47,3
156.45,153.1,147.79,3
152.68,150.17,145.18,3
83.199,87.383,85.603,3
148.45,143.63,137.54,3
145.81,139.08,131.05,3
140.6,133.07,124.62,3
136.21,128.46,118.95,3
109.12,105.7,99.378,3
131.59,124.94,116.87,3
130.61,125.51,116.92,3
83.199,87.383,85.603,3
83.199,87.383,85.603,3
135.73,133.34,125.63,3
61.2,64.732,61.375,3
65.727,69.318,66.21,3
46.69,49.847,45.777,3
43.704,47.451,43.858,3
41.518,44.871,41.589,3
39.338,42.816,39.391,3
39.707,43.152,39.972,3
83.199,87.383,85.603,3
67.683,72.179,71.002,3
75.624,77.696,77.159,3
69.035,71.797,70.112,3
69.107,71.164,68.897,3
164.42,160.12,152.08,3
164.07,160.12,151.09,3
158.62,154.26,147.96,3
156.49,154.22,147.97,3
157.49,165.87,166.47,3
83.199,87.383,85.603,3
123.07,120.96,109.56,3
102.26,105.54,103.02,3
128.34,127.34,120.56,3
95.125,97.637,94.003,3
137.19,133.93,125.06,3
83.199,87.383,85.603,3
149.24,143.09,123.95,3
156.02,152.12,146.15,3
155.42,152.56,142.38,3
129.01,127.61,119.79,3
83.199,87.383,85.603,3
83.199,87.383,85.603,3
83.199,87.383,85.603,3
129.49,139.19,131.42,5
110.29,117.22,113.27,5
83.199,87.383,85.603,5
138.3,148.2,143.36,5
151.09,170.08,165.54,5
83.199,87.383,85.603,5
84.561,95.852,94.868,5
70.248,85.88,83.393,5
5.9921,7.281,5.2671,5
83.199,87.383,85.603,5
28.061,31.069,28.048,5
54.814,58.542,56.286,5
25.021,29.122,26.809,5
26.431,29.537,25.224,5
23.458,26.124,24.081,5
23.255,26.431,24.615,5
37.052,40.481,34.796,7
58.757,60.855,55.674,7
72.919,76.158,72.699,7
63.474,65.99,61.357,7
72.836,76.218,73.14,7
83.199,87.383,85.603,7
57.085,59.749,55.857,7
55.75,58.666,54.24,7
55.846,58.501,53.263,7
56.971,57.069,51.73,7
62.871,65.146,60.015,7
74.167,77.468,74.133,7
83.199,87.383,85.603,7
62.89,65.075,60.005,7
60.404,62.624,57.572,7
65.369,67.005,60.956,7
35.922,41.096,37.454,7
53.718,54.042,48.251,7
254.99,254.98,254.94,1
254.96,254.96,254.96,1
254.99,255,254.99,1
255,255,255,1
254.71,254.71,254.71,1
254.54,254.54,254.54,1
241.52,250.56,254.59,1
241.52,250.56,254.59,1
241.52,250.56,254.59,1
119.62,118.82,117.91,1
244.55,251.1,254.3,1
250.21,252.71,254.02,1
254.17,254.17,254.17,1
254.17,254.17,254.17,1
119.62,118.82,117.91,3
119.62,118.82,117.91,3
134.73,115.33,103.73,3
108.94,87.125,80.625,3
59.864,47.423,40.56,3
95.149,77.43,69.226,3
119.62,118.82,117.91,5
126.56,131.88,137.74,5
147.3,160.32,167.08,5
147.31,160.89,162.34,5
115.44,111.14,103.07,3
229.21,202.28,176.9,3
133.26,119.36,101.16,3
60.163,52.615,49.156,3
50.378,44.15,37.848,3
115.44,111.14,103.07,3
49.495,42.757,35.494,3
240.57,220.14,197.71,3
243.43,213.66,188.31,3
115.44,111.14,103.07,3
224.69,208.01,188.6,3
230.45,209.04,185.21,3
147.46,118.2,93.469,3
115.44,111.14,103.07,3
223.3,201.04,173.37,3
115.44,111.14,103.07,3
149.65,138.24,124.48,3
41.86,38.402,32.844,3
28.005,24.159,18.955,3
115.44,111.14,103.07,3
241.86,211.56,182.27,3
115.44,111.14,103.07,3
233.75,212.69,188.1,3
234.5,221.62,203.37,3
206.36,203.41,196.2,3
234.54,228.06,213.02,3
115.44,111.14,103.07,3
58.041,59.894,56.796,3
47.937,52.672,53.304,3
227.16,212.91,196,3
115.44,111.14,103.07,3
231.75,211.51,192.98,3
154.18,143.59,129.96,3
83.21,99.183,124.12,5
115.44,111.14,103.07,5
83.21,99.183,124.12,5
70.802,70.963,66.823,5
91.06,88.891,82.904,5
115.44,111.14,103.07,5
115.44,111.14,103.07,5
166.11,180.92,196.91,5
196.09,214.8,228.06,5
159.43,208.67,222.32,5
146.23,179.22,211.06,5
115.44,111.14,103.07,5
79.838,83.185,77.686,5
79.875,82.297,74.288,5
115.44,111.14,103.07,5
59.608,70.469,74.973,5
53.121,66.65,74.883,5
26.651,35.521,45.344,5
48.479,76.413,100.4,5
63.007,92.66,118.84,5
134.28,141.6,140.63,5
180.45,178.77,172.47,5
115.44,111.14,103.07,5
153.73,147.88,150.33,5
78.171,75.791,69.323,5
83.815,83.007,77.231,5
115.44,111.14,103.07,5
82.994,84.338,80.21,5
47.636,40.121,27.692,5
135.95,137.07,136.66,3
143.25,143.25,143.25,3
80.541,81.883,80.093,3
134.9,133.91,129.18,3
119.29,119.29,119.26,3
173.17,172.48,170.48,3
164.63,164.63,162.65,3
158.87,158.92,157.59,3
157.08,157.08,155.39,3
91.709,93.112,90.998,3
101.56,102.04,99.231,3
80.541,81.883,80.093,3
80.541,81.883,80.093,3
179.89,179.1,179.5,3
177.4,177.31,176.56,3
114.27,114.69,112.59,3
88.099,89.817,88.427,3
80.541,81.883,80.093,3
84.439,85.425,82.012,3
78.982,80.077,76.37,3
75.547,77.104,74.87,3
66.202,68.097,65.298,3
29.158,30.874,26.794,3
16.977,19.001,19.927,5
27.23,29.125,25.99,5
27.038,29.131,27.435,5
80.541,81.883,80.093,5
80.541,81.883,80.093,5
80.541,81.883,80.093,5
80.541,81.883,80.093,5
75.841,78.151,74.561,5
150.91,168.62,183,5
123.77,142.88,155.72,5
179.67,192.83,201.91,5
70.201,71.673,68.88,5
32.435,33.664,29.532,6
80.541,81.883,80.093,6
27.855,29.751,27.26,6
59.535,61.329,58.451,7
45.998,48.078,43.333,7
34.592,36.354,32.239,7
34.592,36.354,32.239,7
24.777,26.471,23.567,7
223.58,224.63,225.77,1
227.83,228.51,229.42,1
221.18,223.22,224.97,1
220.11,221.85,223.85,1
213.78,217.34,220.22,1
230.77,231.44,233.33,1
223.67,225.7,229.37,1
223.93,225.02,228.04,1
213.37,216.42,219.8,1
87.747,84.613,77.615,1
213.23,215.9,220.29,1
218.51,220.87,224.88,1
35.299,40.173,29.051,2
87.747,84.613,77.615,2
30.179,31.723,26.462,2
28.885,33.654,24.9,2
59.089,59.713,52.188,2
87.747,84.613,77.615,2
87.747,84.613,77.615,3
95.231,72.985,51.497,3
92.792,76.644,52.57,3
87.747,84.613,77.615,3
95.484,74.088,52.952,3
87.747,84.613,77.615,3
79.424,64.193,48.712,3
69.574,55.188,37.539,3
73.17,69.206,60.693,3
75.183,70.996,61.091,3
77.573,59.771,40.569,3
77.573,59.771,40.569,3
87.747,84.613,77.615,3
75.186,57.8,40.83,3
124.66,116.64,105.06,3
87.747,84.613,77.615,3
87.747,84.613,77.615,3
157.92,150.92,142.92,3
160.5,153.47,142.78,3
129.99,124.2,114.61,3
87.747,84.613,77.615,3
131.71,156.3,163.73,5
38.011,39.717,36.834,5
120,123.86,119.96,5
94.952,99.317,99.241,5
87.747,84.613,77.615,5
87.747,84.613,77.615,7
59.668,56.697,45.87,7
87.747,84.613,77.615,7
165.73,167.84,169.47,1
178.63,179.83,180.84,1
188.83,189.44,190.23,1
186.34,187.14,187.81,1
187.09,187.78,189.09,1
192.29,192.19,191.49,1
174.32,175.56,177.45,1
174.84,175.79,177.17,1
164.8,166.8,167.56,1
186.18,186.18,185.14,1
208.65,206.86,202.81,1
191.03,191.18,190.53,1
28.01,33.776,28.114,2
81.259,84.797,80.713,2
81.259,84.797,80.713,2
81.259,84.797,80.713,2
81.259,84.797,80.713,2
53.561,58.221,53.471,2
26.312,32.268,25.899,2
81.259,84.797,80.713,3
61.87,54.483,43.374,3
105.08,104.08,99.078,3
98.905,95.961,90.131,3
48.02,40.159,28.579,3
94.336,89.479,83.231,3
57.2,59.578,54.726,4
68.505,71.289,67.139,4
56.157,59.068,54.482,4
81.259,84.797,80.713,4
55.339,56.968,53.151,4
157.48,155.26,151.18,4
75.193,84.904,82.541,5
68.696,83.696,88.208,5
76.16,94.947,107.38,5
81.259,84.797,80.713,5
81.259,84.797,80.713,5
46.223,47.864,34.126,2
51.756,54.995,37.824,2
52.068,25.052,13.762,2
195.08,171.68,142.71,3
104.33,93.327,82.119,3
104.33,93.327,82.119,3
136.55,107.03,87.776,3
104.33,93.327,82.119,3
104.33,93.327,82.119,3
99.552,80.312,64.739,3
107.34,88.167,67.388,3
108.32,95.018,80.817,3
188.99,177.81,159.57,3
163.88,156.14,147.44,5
200.9,195.75,190.21,5
104.33,93.327,82.119,5
104.33,93.327,82.119,5
81.502,78.923,71.532,5
82.502,76.911,68.43,5
50.307,47.678,42.843,5
14.151,16.727,17.32,5
46.805,45.998,41.759,5
43.182,48.075,48.107,5
68.376,67.639,63.178,5
112.56,124.99,126.12,5
118.24,147.95,179.21,5
104.33,93.327,82.119,5
89.66,84.16,76.314,5
40.337,39.919,33.266,5
104.33,93.327,82.119,5
223.18,225.59,227.39,1
219,223.36,227.43,1
216.08,220.78,224.91,1
214.81,221.03,230.39,1
214.58,221.62,232.15,1
98.734,98.114,94.497,1
214.39,218.84,223.61,1
214.11,219.15,223.15,1
219,223.36,227.43,1
227.32,229.89,233.48,1
217.16,221.77,227.65,1
196.14,167.43,133.32,3
98.734,98.114,94.497,3
98.734,98.114,94.497,3
98.734,98.114,94.497,3
232.62,226.42,214.54,3
98.734,98.114,94.497,3
184.68,147.46,109.63,3
53.005,58.482,62.199,3
98.734,98.114,94.497,3
70.437,71.576,69.032,3
134.52,135.04,134.96,3
116.1,117.85,120.24,3
209.13,208.16,203.16,3
201.4,202.06,198.53,3
223.52,205.5,185.91,3
105.29,105.29,105.29,3
79.556,82.521,80.435,4
98.734,98.114,94.497,4
