@RELATION train_noxyregion

@attribute R REAL
@attribute G REAL
@attribute B REAL
@attribute G1 REAL
@attribute G2 REAL
@attribute num_pixels_regions REAL
@attribute text REAL
@attribute type {1,2,3,4,5,6,7}

@DATA
100.77,95.307,85.737,13.964,27.394,274,6,5
86.221,82.398,78.558,76.348,29.493,113,7,5
151.85,149.14,149.92,24.995,38.819,66,39,5
184.51,179.29,168.6,0.49962,25.993,407,53,5
123.31,118.07,113.06,80.882,32.001,295,4,5
111.26,100.29,93.701,99.835,26.201,401,5,5
130.13,129,137.38,25.538,34.711,143,84,5
184.18,177.16,165.96,-36.675,36.772,352,74,5
176.86,169.12,156.67,44.018,40.577,220,39,5
214.5,217.57,217.83,-0.09953,12.904,185,26,5
206.66,209.38,209.25,33.225,16.092,87,12,5
181.68,177.52,168.43,20.877,42.24,232,20,5
204.62,196.54,182.62,47.415,39.878,400,13,5
204.05,201.94,198.59,90.142,30.079,180,20,5
205.4,206.89,208.28,50.365,23.289,184,15,5
231.77,237.74,236.15,-17.585,10.115,39,22,5
158.23,155.84,158.5,25.674,24.917,94,19,5
200.91,197.02,191.59,21.448,17.342,66,17,5
167.69,163.75,157.44,-21.562,39.14,357,22,5
171.46,168.81,161.39,36.199,46.201,290,19,5
205.57,212.29,213.57,13.702,19.088,28,26,5
181.65,179.86,175.68,87.604,34.171,194,8,5
161.62,169.35,171.3,0.72297,14.032,125,18,5
168.98,166.03,156.74,72.808,49.842,61,13,5
163.7,156.02,150.98,-1.386,52.103,282,26,5
175.05,170.84,169.57,-20.686,38.619,340,13,5
192.72,192.71,188.73,-11.907,28.612,228,15,5
157.28,153.49,152.11,-67.011,40.483,351,34,5
178.95,170.22,161.03,-28.142,39.593,309,22,5
170.43,166.8,167.33,-88.806,37.529,273,8,5
173.92,175.56,181.1,11.314,27.078,299,17,5
133.93,107.02,102.88,27.351,10.984,43,10,6
144.61,119.19,108.52,11.385,22.606,143,14,6
94.222,69.833,59.278,13.84,82.579,36,12,6
126.1,102.64,94.923,21.403,59.39,39,16,6
129.14,100.81,98.286,20.177,87.124,70,10,6
84.225,68.969,68.425,11.91,86.862,445,3,6
255,255,255,85.063,0,1823,0,1
234.13,235.59,234.53,57.188,67.846,378,0,1
255,254.98,255,86.494,0.033623,1001,0,1
254.99,254.99,254.99,88.409,0.023059,1358,0,1
255,255,255,83.78,0,1172,0,1
54.27,67.445,34.607,0.93609,24.813,211,10,2
62.49,78.25,48.587,-13.587,31.502,104,38,2
54.625,59.65,32.95,-12.585,22.564,40,20,2
48.492,49.712,28.475,82.992,16.523,59,27,2
40.585,50.6,28.262,37.123,18.083,65,29,2
41.659,44.474,27.97,30.083,92.294,135,10,2
34.595,32.818,14.027,17.433,82.659,148,7,2
54.853,64.872,43.422,-62.931,17.877,109,16,2
45.438,49.462,29.015,11.686,14.174,130,24,2
41.169,45.195,28.852,13.384,13.919,236,7,2
57.87,63.222,32.185,62.314,24.46,108,52,2
56.311,63.144,39.122,0.71946,16.395,90,41,2
83.122,89.135,58.601,70.819,22.534,148,40,2
48.051,49.847,35.017,70.756,80.919,59,4,2
53.294,58.012,36.976,58.779,20.467,85,25,2
58.443,54.304,39.47,-15.016,35.427,115,90,2
192.04,165.46,157.46,14.911,12.763,56,9,3
186.94,155.09,146.54,6.781,10.25,183,22,3
175.3,142.58,135.07,-15.753,12.398,43,13,3
192.41,156.33,147.48,12.785,12.626,119,22,3
201.55,174.86,165.93,89.902,13.389,42,19,3
197.26,164.4,153.09,-0.76814,15.124,35,15,3
195.45,161.16,152.16,15.736,14.317,31,18,3
193.27,161.34,150.05,-1.169,12.058,143,27,3
160.04,140.45,136.57,-0.2658,31.255,338,10,3
182.98,162.47,156.32,40.215,11.866,47,17,3
181.09,167.48,165.14,-48.888,19.225,44,31,3
178.28,155.05,144.75,-16.397,19.405,57,21,3
173.46,139.01,119.89,0.9512,13.444,104,19,3
172.91,148.85,135.38,93.912,20.567,53,17,3
174.29,144.86,123.94,0.097472,14.319,51,23,3
158.71,125.61,109.43,33.541,17.181,49,60,3
144.75,113.72,102.04,85.223,15.901,53,13,3
167.83,129.89,112.2,0.29145,12.466,94,28,3
157.44,113.63,94.704,13.906,10.243,54,18,3
171.38,146.89,134.23,79.053,23.04,64,25,3
162.95,139.6,125.79,80.346,19.27,43,28,3
189.25,155.75,147.51,92.622,11.207,114,19,3
83.686,63.134,52.18,13.094,11.841,172,30,3
193.43,197.02,193.59,-4.559,14.947,251,19,4
131.12,134.15,134.76,-23.112,12.811,67,17,4
135.56,139.56,140.56,19.057,9.555,27,16,4
140,140.33,139.17,-27.925,12.728,30,23,4
142.89,135.45,130.59,0.15382,22.426,161,23,4
187.11,190.89,188.77,88.076,20.666,154,36,4
138.5,141.04,135.46,-31.679,22.337,24,25,4
152.79,163.18,165.17,13.153,23.222,230,10,5
161.47,162.14,161.26,-18.944,38.458,58,33,5
179.51,188.53,188.44,7.627,66.195,95,6,5
177.56,181.09,182.92,29.539,63.521,128,7,5
147.28,141.09,141.24,26.059,24.846,485,0,5
139.49,139.54,143.99,25.09,24.568,327,0,5
175.61,184.35,190.28,13.273,16.194,334,5,5
186.17,196.79,205.5,44.19,0.97647,125,1,5
201.14,212.92,221.47,35.256,86.042,64,6,5
188.1,202.36,210.94,21.124,37.396,189,1,5
186.62,202.26,213.09,61.544,0.83103,149,0,5
194.15,211.27,222.47,59.876,51.505,89,1,5
181.09,180.01,182.18,17.028,14.923,483,1,5
199.01,215.1,225.51,51.864,0.71832,212,1,5
204.99,219.27,228.64,43.195,37.898,514,0,5
172.81,174.2,181.11,25.741,17.977,688,5,5
153.75,145.46,141.18,51.595,29.663,261,3,5
157.85,154.36,153.57,24.458,24.835,306,1,5
194.03,207.53,217.01,48.942,18.447,68,1,5
207.97,208.25,220.35,38.338,20.241,202,4,5
71.179,57.41,51.218,-40.061,20.489,78,22,5
60.166,57.73,50.038,45.479,22.977,211,8,5
60.859,53.634,42.127,72.099,98.538,71,13,5
196.13,201.99,202.81,12.158,90.927,78,14,5
51.941,39.882,32.059,14.765,46.055,17,6,5
147.14,158.26,166.22,85.669,36.864,153,2,5
110.55,93.15,72.075,24.989,67.738,80,7,5
107.79,125.83,140.83,14.522,69.071,47,9,5
129.72,110.69,105.54,20.11,18.135,123,13,5
85.083,93.977,100.25,-24.038,20.931,520,25,5
138.43,75.214,65.761,23.142,92.386,117,24,5
101.06,53.835,49.339,15.068,79.737,127,4,5
80.407,49.07,49.095,0.48358,20.054,273,3,5
54.873,52.085,43.662,19.566,37.083,71,4,6
54.076,50.046,44.018,36.009,17.562,961,5,6
254.98,254.98,254.98,87.022,0.036841,1447,0,1
255,254.99,255,86.713,0.010761,4025,0,1
254.91,254.93,254.88,76.25,0.17817,144,0,1
254.98,254.98,254.98,88.43,0.031587,3314,0,1
254.66,254.52,254.47,85.708,0.21603,4645,0,1
255,255,255,86.216,0,3282,0,1
254.99,254.99,254.99,88.854,0.018718,5347,0,1
38.909,53,45.636,-19.675,58.851,11,62,2
15.431,23.722,19.903,5.889,11.139,72,7,2
35.475,51.025,35.75,-28.364,20.619,40,33,2
184.17,131.74,94.4,-33.104,15.166,35,16,3
225.28,178.72,127.84,-15.811,16.442,32,35,3
200.08,148.46,99.833,70.293,17.512,24,26,3
239.73,204.04,174.25,21.087,89.811,71,12,3
229.27,184.43,142.78,63.028,13.446,90,13,3
210.65,157,105.87,7.001,14.807,31,18,3
173,118.91,79.343,17.419,23.52,35,40,3
79.934,55.682,39.228,20.279,78.162,289,10,3
35.136,28.15,29.884,78.616,29.321,147,3,3
154.99,108.78,78.641,-14.793,99.339,78,15,3
185.59,159.71,125.82,34.786,17.718,17,21,3
201.36,163.04,127.56,11.886,11.777,25,13,3
138.4,107.9,89.776,30.448,62.442,58,27,3
215.2,171.68,136.65,-0.28093,17.495,40,27,3
186.56,144.22,110.3,-42.353,17.982,91,13,3
152,104.02,69.589,4.391,75.495,56,10,3
159.87,109.62,75.319,-12.118,11.093,69,18,3
158.57,108.34,71.741,13.281,10.65,58,24,3
80.157,51.035,37.052,13.726,64.069,115,15,3
148.46,101.73,69.675,-0.42201,73.054,117,10,3
91.061,59.031,36.399,57.616,61.078,163,5,3
189.33,136.43,89.667,63.724,15.69,30,14,3
129.56,111.89,109.12,-13.365,31.173,154,3,3
100.22,86.577,88.831,55.089,19.299,142,7,3
154.02,151.27,165.58,21.785,13.457,255,23,4
229.66,217.08,213.45,-41.734,69.008,38,7,4
207.67,202.69,203.43,-67.282,19.504,51,20,4
177.03,168.68,175.86,-2.295,22.068,98,18,4
230.46,219.46,217.15,-34.196,66.112,39,11,4
222.55,214.94,214.28,-41.137,15.962,53,27,4
209.8,199.8,199.1,-16.258,15.907,20,27,4
207,195.78,190.57,-10.622,12.55,74,17,4
231.02,227.37,235.68,21.456,12.546,60,13,4
234.53,224,220.11,20.796,58.573,57,12,4
229.02,217.66,215.49,98.829,48.004,135,4,4
226.25,216,214.63,16.079,50.226,52,7,4
210.1,201.13,201.41,-0.42188,14.451,80,23,4
215.37,213.74,214.56,23.7,15.375,27,31,4
222.45,220.24,219.83,13.477,7.477,29,7,4
216.17,212.75,210.91,-16.696,13.174,53,27,4
192.82,199.51,214.77,-14.134,65.056,39,8,4
198.81,195.39,185.09,73.972,30.658,377,4,5
179.1,176.3,168.89,23.697,34.246,312,0,5
137.56,136.9,132.46,15.817,47.914,134,5,5
224.41,223.38,223,67.495,25.468,125,1,5
232.17,229.82,227.41,51.195,20.92,241,1,5
181.52,159.25,151.17,43.212,22.59,324,15,5
148.15,111.41,88.543,-10.959,30.581,414,50,5
212.27,210.99,214.56,-47.374,27.37,284,5,5
144.77,135.42,130.78,-0.96964,26.934,209,22,5
157.35,146.6,105.02,40.906,51.55,48,136,5
156.02,134.23,90.452,-26.787,11.004,363,28,5
201.52,185.81,131.15,10.606,24.215,67,7,5
80.939,66.101,54.374,20.261,21.746,99,4,5
38.077,34.231,36.231,15.586,31.612,39,5,5
69.465,68.551,65.33,11.868,75.869,548,5,5
114.13,112.57,103.23,-4.378,79.027,382,10,5
108.41,107.59,99.481,96.228,19.405,104,41,5
81.805,86.281,89.232,-0.93862,97.277,185,19,5
82.029,80.737,75.788,-20.016,17.955,452,10,5
102.57,104.27,106.97,-25.028,18.229,254,19,5
112.58,115.99,117.54,24.8,11.134,385,17,5
51.187,53.891,61.171,19.583,94.716,193,30,5
85.483,42.021,24.538,31.223,82.483,145,9,5
98.954,107.38,76.346,10.654,5.907,130,4,5
127.37,114.8,89.147,31.35,32.547,109,25,5
151.86,154.06,149.37,32.473,12.658,140,7,5
51.843,50.853,43.951,12.976,13.818,102,19,5
67.812,49.376,41.257,-10.582,92.713,101,18,5
63.239,51.639,50.683,-48.153,11.261,180,7,5
95.669,73.662,61.283,-15.844,13.1,145,26,5
251.53,251.85,251.88,76.415,13.394,622,0,1
253,254,255,85.274,0,2152,0,1
250.61,251.69,253.6,67.092,17.441,519,0,1
252.47,253.5,254.99,82.706,0.1254,1790,0,1
251.57,253.53,254.95,58.648,0.46269,116,0,1
252.79,253.79,255,86.389,0.045102,4927,0,1
252.74,253.86,254.95,82.607,0.14354,1413,0,1
252.62,253.64,254.99,82.663,0.099539,3171,0,1
250.57,253.03,254.97,78.579,0.1763,2825,0,1
249.89,252.79,254.95,76.521,0.1978,7808,1,1
248.31,252.07,254.76,52.721,10.337,91,1,1
248.53,252.09,254.95,79.875,0.13614,7446,0,1
246.34,250.58,254.59,74.612,0.28713,2101,0,1
246.48,249.58,254.43,80.422,0.15158,1823,0,1
243.91,249.21,254.1,65.594,0.4881,469,0,1
250.72,253.09,254.99,75.537,0.19121,2458,0,1
79.475,109.13,69.197,-95.048,30.229,61,36,2
77.463,106.49,63.175,-14.25,29.307,80,59,2
41.904,54.538,28.269,13.411,21.523,104,15,2
116.3,137.74,80.947,-36.462,33.153,76,47,2
57.429,73.971,44.843,31.143,35.107,70,51,2
78.789,109.08,58.605,13.719,34.353,38,62,2
99.85,128.18,68.25,-11.617,38.332,40,19,2
99.977,124.75,81.25,-18.022,39.3,44,38,2
79.912,100.94,63.176,-12.511,28.984,34,29,2
102.97,146.28,48.172,-23.473,32.589,58,43,2
100.77,108.11,66.681,8.261,20.221,47,15,2
244.63,225.13,206.65,13.405,67.936,193,15,3
253.41,239.11,219.59,-39.873,29.113,37,5,3
249.34,233.13,211.99,11.28,67.113,166,9,3
249.44,235.53,214,-0.54461,89.398,32,18,3
249.12,237.37,219.07,76.886,8.489,41,17,3
250.38,242.93,225.25,45.898,74.949,55,12,3
247.91,231.27,211.9,11.586,70.731,70,7,3
241.49,222.86,199.78,44.534,96.984,88,19,3
231.81,213.38,195.47,11.542,91.226,68,11,3
230.04,203.61,182.32,-90.055,96.899,28,9,3
231.22,209.08,186.41,16.434,49.475,51,9,3
235.34,208.24,184,33.331,9.265,29,10,3
239.91,218.08,197.49,-40.879,10.69,78,12,3
243.25,221.97,198.7,-0.30687,95.791,60,21,3
243.52,225.45,208.79,50.027,12.966,29,19,3
250.05,233.78,211.41,55.307,68.188,81,15,3
248.51,232.43,210.63,99.493,84.617,75,5,3
249.89,240.31,222.71,17.173,71.006,70,9,3
250.8,241.93,224.22,16.916,53.935,46,13,3
248.49,240.07,227.05,99.175,86.248,43,16,3
249.58,239.14,219.95,-38.257,8.174,43,13,3
228.2,206.62,191.46,56.484,10.258,76,10,3
243.78,226.04,205.51,36.131,93.184,81,21,3
223.1,201.45,184.65,-0.27018,16.475,82,41,3
210.02,190.56,171.1,48.369,13.11,48,20,3
195.55,172.41,149.71,87.546,10.103,66,16,3
146.48,121.24,102.54,-71.622,15.784,92,20,3
183.67,135.02,87.948,24.953,13.997,58,15,3
197.36,159.39,118.89,-0.23022,10.162,28,12,3
175.09,139.98,109.14,50.592,16.162,58,33,3
157.78,123.47,89,12.744,10.229,68,13,3
206.63,178.95,157.23,-85.957,15.486,88,12,3
209.1,184.13,170.94,31.646,18.968,48,26,3
185.38,173.47,168.77,-22.126,22.789,128,15,3
245.65,228.44,208.18,33.069,67.642,66,15,3
207.95,190.51,179,-28.549,12.735,37,15,3
177.94,150.89,132.86,10.596,14.881,35,16,3
248.33,235.04,212.59,-21.357,10.396,51,16,3
251,235.92,215.43,87.891,60.064,63,10,3
244.27,228.21,206.31,58.562,14.286,151,3,3
247.09,229.93,209.16,13.74,79.245,69,20,3
248.84,232.13,211.93,25.658,62.876,141,10,3
245.14,228.08,203.25,-52.298,9.478,85,15,3
244.34,224.17,200.85,14.322,11.24,98,7,3
242.75,227.98,209.27,-64.916,10.668,64,8,3
170.04,145.89,134.42,37.918,15.909,76,22,3
252.05,236.09,216.56,-46.426,54.852,43,9,3
203.9,189.9,187.57,19.963,11.93,21,13,4
207.87,197.76,195.11,-39.377,16.346,38,14,4
204.78,190.8,188.93,73.676,10.839,112,14,4
202.33,189.33,184.28,37.322,15.983,115,11,4
203.03,189.03,186.7,23.05,11.636,30,14,4
211.74,200,196.74,-0.40048,20.941,19,23,4
202.17,189.87,187.77,32.423,10.174,47,17,4
206.14,191.25,188.58,19.677,73.042,77,10,4
159.27,150.77,159.54,-77.479,25.899,26,29,4
201.24,190.31,190.62,-38.931,24.174,55,25,4
146.29,148.44,156.9,-10.248,20.532,282,8,4
192.73,179.45,178.33,25.034,17.694,55,31,4
195.92,185.39,183.29,-99.731,18.214,167,16,4
203.9,192.17,192.17,76.819,75.214,41,10,4
205.45,196.88,195.44,-0.085495,12.957,99,15,4
201.16,190.12,188.06,-56.897,14.332,111,13,4
213.04,204.72,202.46,66.734,20.286,57,19,4
210.81,200.81,199.05,-32.448,19.043,42,17,4
201.48,191.32,189.92,65.504,20.227,63,11,4
204.98,194.26,191.29,70.499,12.869,66,15,4
208.68,198.82,197.25,35.045,13.827,65,5,4
209.77,198.77,196.8,17.246,14.228,30,8,4
208.41,197.29,193.26,32.672,18.239,82,10,4
200.93,186.93,185.8,13.794,12.154,15,19,4
158.34,167.63,169.2,-18.691,24.826,64,27,5
179.09,185.68,187.48,0.55786,43.667,183,3,5
225.18,233.03,241.88,29.305,33.455,34,4,5
193.68,202.96,206.89,53.552,31.374,47,7,5
167.42,175.03,180.38,-28.437,48.638,73,64,5
206.38,210.88,209.56,17.625,27.491,50,9,5
204.26,205.14,203.56,-0.56668,37.338,57,22,5
137.72,144.05,154.64,-12.707,31.02,188,17,5
136.19,129.91,128.09,-97.795,41.846,162,12,5
88.513,86.8,87.923,-40.877,29.333,195,4,5
132.26,125.11,119.15,-30.261,35.534,530,9,5
133.63,129.89,125.84,43.937,35.544,657,4,5
155.39,148.91,135.35,6.347,25.161,393,6,5
123.52,117.64,112.65,8.229,28.861,151,22,5
130.39,121.52,110.04,-58.665,33.645,388,6,5
203.81,229.18,244.09,72.551,3.619,74,10,5
208.33,231.35,248.43,25.864,18.753,49,1,5
108.54,107.69,114.81,38.721,25.334,194,20,5
180.51,176.65,168.68,37.508,34.991,378,41,5
197.55,210.55,218.86,0.15529,29.563,42,43,5
124.99,124.28,124.71,19.802,40.374,152,10,5
136.37,133.57,135.88,91.165,36.875,230,47,5
124.93,125.06,123.63,72.021,34.685,80,48,5
165.79,152.96,126.43,14.79,63.113,28,81,5
82.348,70.617,62.713,22.616,21.48,551,2,5
149.97,152.3,154.75,21.445,39.533,186,47,5
134.88,140.27,144.89,0.95514,33.339,161,29,5
122.48,128.5,140.59,22.315,31.015,205,9,5
188.22,198.16,206.56,51.264,14.8,64,24,5
158.37,159.08,155.72,0.15955,33.301,153,32,5
169.06,168.39,161.45,81.818,33.373,97,36,5
188.46,179.25,166.16,25.055,29.316,147,12,5
199.94,207.4,211.77,-32.661,11.284,108,13,5
172.49,171.88,166.75,-16.559,17.925,133,15,5
194,202.63,212.29,12.366,14.879,49,16,5
164.77,166.43,163.4,-0.46638,42.146,269,20,5
191.79,188.39,183.48,-64.024,37.629,525,11,5
179.48,177.79,175.2,-48.772,35.352,419,17,5
157.1,157.47,160.06,-13.892,34.853,237,18,5
178.35,184.97,199.17,-18.332,23.094,277,5,5
231.44,235.26,236.58,30.278,79.544,43,5,5
189.75,183.92,175.1,5.478,37.707,305,35,5
169.03,170.6,165.79,-99.324,51.921,106,19,5
134.26,109.48,105.7,16.046,12.243,54,15,6
102.86,86.836,82.58,11.29,18.497,207,11,6
73.976,65.343,66.825,12.616,28.626,166,31,6
73.113,65.518,69.607,3.514,68.585,168,1,6
82.057,60.51,51.433,14.89,63.427,406,20,6
93.58,74.513,62.897,-0.15618,18.239,312,5,6
248.99,252.99,255,84.435,0.055952,1116,0,1
246.18,249.55,251.12,71.982,14.496,1069,0,1
249.72,252.36,254.4,78.998,0.34016,6659,0,1
245.44,246.56,247.45,67.812,25.644,1083,1,1
250.42,252.99,254.82,72.787,0.32201,742,0,1
247.93,249.41,250.61,69.239,14.997,821,0,1
247.22,251.5,254.97,83.352,0.10408,4270,0,1
248.16,252.28,254.99,81.997,0.12223,2863,0,1
251.68,253.34,254.98,79.094,0.16112,2909,0,1
252.06,253.31,254.97,80.121,0.14271,12600,1,1
249.72,252.36,254.4,78.998,0.34016,6659,0,1
252.23,253.51,254.99,82.641,0.10273,2122,0,1
252.39,253.39,255,81.044,0.13465,8142,0,1
251.59,253.26,254.95,82.161,0.12315,7080,0,1
251.3,252.98,254.98,85.222,0.12583,1404,0,1
249.72,252.36,254.4,78.998,0.34016,6659,0,1
252.39,253.39,255,81.044,0.13465,8142,0,1
252.06,253.31,254.97,80.121,0.14271,12600,0,1
252.06,253.31,254.97,80.121,0.14271,12600,0,1
52.912,82.319,38.626,-65.352,26.298,91,26,2
46.708,73.185,36.246,89.829,29.35,195,24,2
93.781,133.04,60.146,17.006,42.409,96,54,2
92.143,138.13,64.671,-91.677,36.4,70,59,2
66.463,98.142,41.774,-12.121,37.703,190,86,2
92,118.84,88.686,27.202,38.472,51,50,2
76,97.782,69.673,-49.517,40.213,55,56,2
97.101,115.32,77.13,-30.276,44.272,69,55,2
66.842,98.895,64.5,12.124,35.65,38,29,2
70.626,98.243,71.913,-22.862,39.844,115,46,2
80.736,95.286,65.89,6.715,44.789,91,26,2
33.268,58.127,38.563,38.448,27.202,71,51,2
45.149,67.108,42.946,-50.958,31.643,74,98,2
90.643,115,84.857,-80.024,33.996,14,43,2
66.454,97.638,44.514,-85.602,43.624,218,61,2
52.885,88.442,45.692,39.464,39.673,52,89,2
76.896,115.83,53.917,82.159,36.608,48,50,2
69.089,110.47,51.022,12.053,43.282,45,37,2
51.327,77,30.673,-35.788,35.068,49,55,2
34.754,59.386,39.211,10.024,39.111,57,59,2
62.921,101.92,51.888,-74.238,42.839,89,80,2
54.449,82.706,46.706,-59.779,35.038,136,30,2
51.933,84,50.467,-15.302,23.432,15,24,2
31.583,50.01,30.971,-62.174,23.305,103,21,2
31.843,49.414,34.371,72.122,25.642,70,37,2
56.652,74.754,58.42,52.451,35.527,69,91,2
180.6,132.6,98.085,-47.221,19.726,47,30,3
170.86,125.4,102.07,10.698,14.822,100,30,3
171.94,126.94,101.75,10.173,13.319,36,16,3
206.64,163.45,128.55,37.617,12.713,11,27,3
191.57,181.65,172.35,-22.076,18.188,23,20,4
192.08,181.69,175.38,72.375,22.637,52,29,4
188.23,179.23,172.42,-19.668,21.342,31,37,4
180.04,176.67,171.96,78.289,20.982,48,44,4
183.54,174.68,172.59,13.628,17.154,37,19,4
176.73,171.18,168.03,15.388,20.153,33,38,4
179.8,169.94,165.4,57.861,13.209,35,18,4
177.77,172.77,169.54,37.956,13.847,26,22,4
180.15,173.04,170.44,-16.867,15.61,27,35,4
183.3,178.18,180.72,-44.546,92.762,60,9,4
153.6,151.76,153.43,47.058,21.796,89,33,4
185.05,179.14,173.14,-75.839,21.846,22,23,4
196.29,187.29,180.59,-35.645,23.71,34,42,4
194.72,187.26,180.48,-33.869,17.619,61,29,4
172.87,167.68,165.23,0.4827,17.538,95,15,4
195.37,187.9,182.17,23.142,11.847,30,20,4
133.22,132.72,132.5,-50.417,29.05,18,52,4
181.68,177.12,169.97,-59.113,16.823,34,18,4
192.36,183.62,180.04,-10.232,17.939,45,21,4
167.69,161.86,156.94,14.052,27.46,51,34,4
160.53,155.47,151.85,-29.197,20.161,53,41,4
221.09,231.31,236.97,34.158,78.064,35,6,5
216.83,226.26,230.56,19.068,73.516,151,1,5
206.02,209.46,212.75,15.141,97.906,379,0,5
216.32,223.49,228.21,23.698,3.353,100,4,5
200,201.07,202.37,-47.163,18.703,174,3,5
198.93,210.59,223.71,22.311,45.251,118,2,5
100.99,95.967,60.239,14.187,12.669,92,2,5
100.92,112.36,104.12,-12.626,40.028,208,75,5
129.73,136.96,128.51,11.828,36.649,45,62,5
157.1,165.14,163.24,-68.873,39.869,155,58,5
181.67,193.26,201.75,21.947,13.869,313,2,5
171.28,165.28,153.02,-6.634,33.455,50,22,5
210.81,224.79,233.16,21.341,27.098,57,3,5
206.83,213.55,218.09,-84.199,13.123,66,4,5
218.17,227.72,236.69,48.921,21.628,36,0,5
187.35,192.81,199.65,-19.112,36.783,178,15,5
31.972,31.47,35.586,15.62,56.521,181,8,5
58.864,50.414,47.342,12.851,17.461,418,6,5
82.019,87.442,91.456,10.32,24.914,636,6,5
24.881,22.532,21.843,17.577,84.959,235,3,5
37.441,37.968,34.063,12.973,11.85,222,16,5
45.814,46.15,42.21,43.086,16.938,167,4,5
47.982,49.438,53.306,0.85385,14.596,434,3,5
147.82,150.86,143.82,-72.313,32.675,137,34,5
154.33,161.44,157.9,12.373,25.684,126,10,5
23.144,26.528,22.632,13.613,10.924,125,6,5
97.553,80.513,59.687,-13.835,21.421,150,18,5
138.83,127.23,123.07,41.975,48.782,115,96,5
115.83,85.92,79.102,22.388,19.154,88,23,5
29.476,24.762,29.286,22.463,8.671,21,34,5
120.1,118.66,115.03,-88.159,46.258,70,19,5
99.568,101.64,93.905,16.639,34.446,148,8,5
92.586,109.97,101.27,31.486,30.648,191,9,5
98.423,107.89,110.02,12.544,28.578,241,4,5
254.72,254.69,254.43,79.966,0.48916,881,0,1
251.59,250.29,248.92,82.338,23.642,601,0,1
255,255,254.98,87.75,0.0081967,3748,0,1
254.99,254.99,254.99,88.963,0.011868,5252,0,1
244.03,242.69,241.8,73.409,65.454,518,0,1
251.78,251.48,251.17,85.063,17.953,2014,0,1
248.03,244.8,242.97,68.089,37.546,900,0,1
248.24,246.52,244.83,67.56,54.488,528,0,1
247.62,245.15,243.26,64.351,54.766,223,0,1
254.99,254.98,254.99,83.527,0.04527,876,0,1
238.68,231.81,227.25,68.56,60.938,448,0,1
96.667,83.579,47.789,33.442,17.579,57,22,2
109.87,96.217,59.261,-0.53994,20.633,23,35,2
200.59,171.32,154.99,45.423,18.753,156,17,3
196.78,163.5,147.59,32.362,13.736,46,19,3
210.47,179.31,167.47,-0.3296,10.864,78,11,3
207.53,177.74,163.01,10.189,13.076,99,14,3
190.38,161.75,149.81,-43.326,20.761,134,53,3
209.56,182.06,171.67,15.059,16.799,52,27,3
209.39,181.07,169.44,29.655,10.817,72,16,3
208.27,184.62,173.3,39.905,13.136,113,17,3
217.68,193.3,179.96,78.561,22.034,53,20,3
202.25,174.52,161.87,54.684,93.196,108,11,3
178.07,138.84,120.47,34.443,12.193,105,27,3
203.67,176.63,163.19,87.881,12.664,27,22,3
168.98,129.54,112.29,14.696,11.472,59,20,3
184.81,144,126.1,30.969,93.282,21,9,3
163.96,125.47,105.49,31.832,21.278,49,19,3
158.78,120.74,97.768,12.058,18.423,82,18,3
145.35,108.35,84.607,61.934,21.234,84,45,3
143.36,103.48,82.808,-2.73,15.523,73,12,3
121.69,85.962,68.679,29.603,20.223,78,31,3
112.86,79.324,60.962,-0.75321,12.165,105,19,3
121.68,83.116,64.926,70.896,15.518,95,15,3
127.94,89.949,70.99,89.754,16.103,99,19,3
157.2,111.46,88.988,-30.223,12.761,170,12,3
177.41,141.75,122.25,-26.289,19.684,100,28,3
188.01,162.09,147.66,7.688,19.485,86,16,3
202.68,176.19,162.24,-34.205,19.637,96,44,3
207.18,174.38,159.27,20.157,18.452,101,34,3
192.69,162.16,141.78,88.864,16.15,32,6,3
195.78,160.36,141.84,-0.76829,10.654,58,11,3
161.3,136.56,123.52,-46.475,13.971,27,24,3
184.17,148.67,122.33,19.611,14.638,12,15,3
158.13,122.73,104.46,30.866,20.528,266,29,3
178.12,136.47,117.22,-11.948,20.311,51,30,3
171.35,137.03,119.69,0.2582,17.575,118,20,3
167.1,134.73,118.39,24.671,17.493,112,30,3
177.54,142.92,126.31,1.711,22.066,26,25,3
187.33,155.59,137.32,39.646,17.27,107,19,3
193.64,161.18,145.13,-36.079,14.02,130,13,3
193.57,168.5,152.93,47.341,17.225,94,31,3
194.34,168.73,154.6,65.736,13.23,103,7,3
194.28,168.49,153.33,73.432,22.905,39,31,3
201.92,177.24,160.86,64.237,16.25,96,47,3
199.2,169.11,152.54,0.23455,21.342,128,25,3
202.41,170.07,150.73,4.814,12.768,131,23,3
208.48,174.31,154.54,78.282,14.107,104,21,3
188.97,161.15,148.04,0.23174,17.318,200,24,3
192,162.81,143.56,16.288,12.328,43,22,3
202.65,170.49,144.77,0.29909,14.941,65,23,3
196.84,165.84,146.28,-55.511,19.968,67,20,3
178.56,148.48,131.2,-0.7141,20.388,157,29,3
207.82,168.89,147.69,-24.976,75.481,45,19,3
204.15,168.57,144.35,11.675,16.117,74,16,3
187.8,146.82,124.77,2.362,11.009,44,19,3
162.78,122.78,103.78,-23.455,24.142,23,20,3
160.91,121.69,101.03,-0.57943,16.709,125,28,3
180.55,139.32,112.27,1.146,14.035,22,12,3
162.33,127.13,107.67,10.096,23.855,39,21,3
168.23,137,118.78,-45.034,18.126,126,21,3
162.22,123.33,102.62,1.648,14.958,120,19,3
